txn_id,sender_name,receiver_name,amount,txn_date,txn_type,linked_case_id,linked_accused_id,is_suspicious
323,Yashodha Murthy,Bharathi Reddy,3077.9,2024-07-12,IMPS,,,0
324,Yashodha Naik,Shilpa Angadi,42574.52,2024-10-03,UPI,8111,17889,0
325,Girish Bai,Chetan Poojary,908.56,2023-03-15,IMPS,1193,2981,1
326,Surya Kumar,Vishwanath Gupta,11228.99,2024-03-24,IMPS,,,0
327,Suresh Murthy,Mahesh Bangera,11881.67,2024-02-08,NEFT,,,0
328,Chandrika Poojary,Anand Hiremath,47247.32,2024-04-25,Cash,3166,7868,0
329,Manjunath Bagewadi,Chandrika Angadi,1041.83,2023-03-02,UPI,74,176,1
330,Vasantha Nayak,Anitha Patil,159828.49,2023-08-06,IMPS,,,0
331,Prakash Raju,Shilpa Gupta,537.16,2023-06-03,NEFT,3447,8475,0
332,Vasantha Kumar,Manjunath Bai,6177.24,2024-12-24,IMPS,1,1,1
333,Chandrika Gupta,Chandrika Desai,131588.93,2024-05-16,NEFT,,,1
334,Renuka Lamani,Geetha Yadav,88090.24,2023-06-07,NEFT,9506,20700,0
335,Yashodha Ganiger,Kiran Patil,277473.26,2024-06-20,NEFT,470,1168,0
336,Priya Kambli,Harish Devi,133548.2,2024-06-08,UPI,,,0
337,Basavaraj Prasad,Arun Raju,3575.88,2023-06-11,IMPS,2837,7135,1
338,Santosh Kumari,Shivanand Raju,10689.0,2023-03-25,Cash,7427,16565,0
339,Nandish Raju,Nandish Bangera,1933.78,2024-12-26,Cash,12,24,0
340,Chandrika Kattimani,Ramesh Bagewadi,670.39,2024-12-07,UPI,,,0
341,Girish Naikar,Rashmi Salian,872.88,2024-09-10,NEFT,,,0
342,Vidya Salian,Ramesh Hosamani,1162.1,2023-07-30,UPI,965,2409,0
343,Vishwanath Gowda,Manoj Bagewadi,12988.54,2024-08-08,IMPS,1190,2971,0
344,Vidya Shankar,Naveen Raju,61320.43,2023-08-09,Cash,2581,6498,1
345,Sagar Bhat,Rashmi Swamy,1825.24,2024-09-03,Cash,1948,4899,0
346,Siddaraju Prasad,Krishna Gowda,101594.49,2024-12-13,UPI,1505,3781,1
347,Radha Nayak,Ravi Gupta,42962.14,2024-10-11,NEFT,,,0
348,Pooja Kulkarni,Santosh Gowda,8183.43,2024-02-29,UPI,,,0
349,Shivakumar Kumari,Pavan Hegde,3114.83,2023-02-27,IMPS,2416,6069,1
350,Rajesh Kulkarni,Vidya Kattimani,1645.11,2023-11-07,IMPS,1205,3015,1
351,Bharath Swamy,Ganesh Kattimani,879.54,2023-10-22,IMPS,2849,7166,1
352,Rekha Devi,Krishna Yadav,163938.97,2023-10-28,UPI,6515,14693,0
353,Santosh Hiremath,Madhu Meti,2572.45,2024-09-12,Cash,,,0
354,Shivakumar Meti,Chandrashekar Joshi,1725011.46,2023-08-21,IMPS,,,0
355,Sneha Naik,Savitha Hegde,160394.57,2024-12-06,UPI,,,0
356,Renuka Kulkarni,Anand Savanur,5761.67,2024-01-31,IMPS,1399,3504,0
357,Parvathi Ganiger,Jyothi Kumar,166352.22,2023-07-25,Cash,,,1
358,Vishwanath Desai,Jyothi Joshi,15435.82,2024-04-29,Cash,2983,7501,1
359,Kamala Swamy,Nandish Kattimani,1718.68,2024-07-26,UPI,,,0
360,Priya Hiremath,Shivanand Desai,79818.16,2024-04-03,NEFT,2338,5862,1
361,Renuka Kumari,Yogesh Yadav,3669.35,2023-11-19,UPI,217,508,0
362,Meena Murthy,Renuka Kulkarni,95904.89,2024-02-02,NEFT,2893,7271,0
363,Suresh Angadi,Sneha Meti,165712.65,2023-03-14,IMPS,,,0
364,Mangala Lamani,Radha Raju,9546.85,2024-05-03,Cash,1154,2881,1
365,Umesh Savanur,Prasad Kambli,137071.13,2024-08-10,NEFT,2825,7108,0
366,Shobha Murthy,Ashok Hiremath,5428.69,2024-06-03,UPI,2165,5439,1
367,Yashodha Yadav,Rajesh Kambli,2531.27,2024-02-10,NEFT,,,0
368,Indira Prasad,Ramesh Hosamani,1100.88,2024-08-26,NEFT,,,0
369,Siddaraju Reddy,Santosh Salian,500,2024-05-08,NEFT,1055,2627,1
370,Shilpa Raju,Manoj Bagewadi,500,2024-10-13,Cash,,,1
371,Pushpa Salian,Yogesh Bhat,7861.27,2024-02-17,UPI,1211,3029,1
372,Anand Patil,Krishna Bai,10137.58,2024-08-18,Cash,,,0
373,Anil Lamani,Surya Raju,1416.41,2023-12-09,IMPS,,,0
374,Shankar Bangera,Anil Bhat,24978.14,2024-08-07,IMPS,,,0
375,Bharathi Hosamani,Girish Naik,2890.14,2023-02-16,UPI,,,1
376,Arun Nayak,Mohan Salian,500,2023-10-20,NEFT,2117,5321,0
377,Padma Gupta,Mahesh Bangera,596.07,2023-06-22,UPI,,,0
378,Sharada Shankar,Krishna Hegde,37124.73,2024-08-05,NEFT,,,1
379,Suresh Ganiger,Jagadish Yadav,4083.93,2024-03-16,IMPS,2271,5699,0
380,Naveen Lamani,Pavan Reddy,19130.02,2023-09-19,Cash,,,0
381,Vinay Reddy,Sharada Bagewadi,7070.17,2023-07-10,NEFT,,,0
382,Harish Kumari,Yashodha Ganiger,24013.5,2024-08-24,UPI,2104,5288,1
383,Venkatesh Kumari,Sachin Shankar,205248.51,2023-05-14,NEFT,9648,20994,0
384,Pushpa Poojary,Shivakumar Rao,142834.05,2023-02-12,IMPS,3542,8663,0
385,Vidya Raju,Ramesh Siddi,1086.24,2023-08-01,UPI,9344,20370,0
386,Latha Hosamani,Priya Kumari,118856.98,2024-03-11,Cash,2334,5850,0
387,Mahesh Ganiger,Meena Naikar,17472.13,2024-08-23,UPI,2335,5854,1
388,Rajesh Raju,Shankar Kumari,18514.97,2024-06-22,Cash,,,0
389,Rajesh Poojary,Vinay Hegde,7394.74,2024-01-30,UPI,977,2436,1
390,Ganesh Ganiger,Surya Hosamani,500,2023-03-04,Cash,1804,4518,0
391,Ganesh Kattimani,Sunitha Patil,837.42,2024-09-13,Cash,2208,5546,0
392,Kiran Kulkarni,Prakash Bai,2512.63,2023-12-16,UPI,,,0
393,Ashok Patil,Ambika Yadav,16154.85,2024-10-07,Cash,2466,6200,1
394,Umesh Hiremath,Anil Savanur,13487.43,2024-11-05,UPI,6088,13867,0
395,Kavitha Acharya,Girish Bagewadi,9931.03,2024-06-07,NEFT,131,302,1
396,Rashmi Bai,Nagesh Prasad,720.47,2023-01-11,Cash,1533,3852,0
397,Prasad Kumar,Rajeshwari Nayak,340513.01,2024-05-28,IMPS,666,1678,0
398,Rashmi Shankar,Srinivas Kumar,36778.35,2024-05-02,UPI,9425,20536,0
399,Chetan Bhat,Krishna Bagewadi,1628.51,2024-09-16,Cash,,,1
400,Prakash Patil,Radha Yadav,12376.56,2024-02-10,IMPS,,,0
401,Radha Bagewadi,Shivakumar Hegde,3985.21,2023-03-27,IMPS,2443,6138,0
402,Vishwanath Naikar,Girish Hosamani,13469.44,2024-02-15,UPI,7499,16699,0
403,Prasad Shetty,Lakshmi Savanur,4812.97,2023-07-14,UPI,,,0
404,Vinay Ganiger,Anand Gowda,1961.21,2024-03-19,IMPS,,,1
405,Ravi Rao,Priya Hiremath,267364.29,2024-05-14,IMPS,54,134,0
406,Indira Kumar,Arun Shetty,6386.23,2024-06-19,Cash,,,0
407,Suresh Acharya,Nagesh Kambli,3614.1,2023-11-02,NEFT,1353,3393,0
408,Shivakumar Angadi,Rajeshwari Bangera,5504.61,2024-01-27,UPI,5963,13618,0
409,Bharath Kumar,Savitha Savanur,71024.93,2023-10-16,IMPS,,,1
410,Hanumanthappa Savanur,Surya Hosamani,2723.86,2024-08-17,IMPS,2170,5454,0
411,Srinivas Desai,Pushpa Raju,10118.22,2023-09-18,IMPS,,,1
412,Shivanand Desai,Nandini Gowda,2699.7,2024-10-07,NEFT,1716,4290,0
413,Nandini Prasad,Ramesh Kumari,3336.38,2023-05-15,IMPS,2660,6702,0
414,Nandish Kattimani,Radha Prasad,34226.56,2023-02-10,NEFT,1892,4757,0
415,Bharathi Siddi,Priya Hosamani,32857.3,2024-08-12,UPI,,,0
416,Parvathi Poojary,Ganesh Naik,2657.17,2023-06-20,UPI,,,0
417,Priya Reddy,Kumaraswamy Reddy,14651.62,2024-01-03,UPI,9167,20004,0
418,Padma Gupta,Prakash Kulkarni,63585.29,2023-07-17,IMPS,,,0
419,Ravi Ganiger,Yashodha Poojary,86435.19,2024-07-15,NEFT,,,0
420,Pavan Rao,Mahesh Gupta,587.73,2024-06-17,Cash,353,856,1
421,Santosh Gowda,Ganesh Kattimani,6813.04,2024-10-21,UPI,359,870,1
422,Anand Bai,Kamala Savanur,500,2024-10-24,Cash,,,0
423,Harish Bai,Lakshmi Kattimani,5078.56,2024-10-01,Cash,,,0
424,Rashmi Hegde,Priya Devi,91887.25,2024-10-27,IMPS,1436,3604,0
425,Lakshman Desai,Gopal Bangera,686.03,2023-02-22,UPI,,,0
426,Parvathi Angadi,Darshan Acharya,26173.76,2024-12-23,Cash,799,2005,0
427,Hanumanthappa Savanur,Chetan Poojary,500,2023-06-22,UPI,2189,5494,0
428,Hanumanthappa Bai,Ramesh Angadi,10230.56,2023-12-21,IMPS,2758,6931,1
429,Roopa Bangera,Kiran Gowda,118075.08,2024-10-23,IMPS,,,0
430,Chetan Salian,Surya Siddi,163349.31,2024-02-23,IMPS,6383,14424,0
431,Mohan Kumar,Manjunath Bai,2448.96,2023-05-20,IMPS,,,1
432,Rajeshwari Desai,Chandrashekar Shetty,1188.74,2023-04-12,NEFT,8666,19002,0
433,Suma Kambli,Kumaraswamy Acharya,3781.3,2023-07-12,Cash,2036,5112,0
434,Srinivas Kulkarni,Srinivas Yadav,8355.06,2023-06-20,IMPS,420,1040,1
435,Sachin Rao,Vasantha Murthy,8907.84,2024-11-08,UPI,,,0
436,Venkatesh Kumar,Ravi Gowda,3125.67,2024-03-25,Cash,4331,10281,0
437,Vasantha Swamy,Ramesh Siddi,2852.01,2024-05-22,Cash,5541,12781,0
438,Meena Murthy,Saraswathi Swamy,7709.49,2023-08-26,UPI,,,0
439,Madhu Kulkarni,Girish Kambli,2496.45,2024-03-24,NEFT,974,2430,1
440,Parvathi Rao,Girish Kattimani,382152.37,2023-11-03,IMPS,2806,7053,0
441,Santosh Nayak,Pavan Hegde,8456.51,2024-04-03,IMPS,2583,6502,0
442,Sneha Swamy,Lakshmi Devi,2648.57,2023-03-25,Cash,,,0
443,Harish Salian,Ravi Kambli,2911.42,2023-07-22,UPI,6637,14926,0
444,Krishna Gowda,Chandrashekar Kattimani,123682.4,2024-09-10,IMPS,941,2350,1
445,Nandish Salian,Manoj Acharya,2503.31,2023-09-11,UPI,2377,5962,1
446,Shilpa Poojary,Rajeshwari Gupta,1811.71,2024-07-07,Cash,,,0
447,Srinivas Siddi,Latha Hosamani,29964.94,2023-05-27,IMPS,2580,6495,1
448,Latha Kumari,Naveen Raju,4271.31,2023-06-08,UPI,2539,6381,0
449,Naveen Siddi,Mangala Raju,18906.58,2023-07-07,NEFT,,,0
450,Bharath Shetty,Madhu Kulkarni,887.91,2023-01-02,UPI,,,0
451,Kumaraswamy Kumari,Basavaraj Lamani,783.9,2023-11-30,IMPS,,,0
452,Arun Desai,Rajesh Siddi,3096.84,2024-05-06,Cash,2298,5764,0
453,Krishna Yadav,Renuka Bangera,23271.51,2023-10-02,IMPS,2800,7037,1
454,Roopa Angadi,Shivanand Hosamani,3413.03,2024-02-01,IMPS,808,2023,1
455,Nandish Ganiger,Madhu Hiremath,29242.6,2023-01-21,NEFT,,,0
456,Gopal Naik,Rajesh Devi,91849.22,2024-03-29,NEFT,1088,2709,1
457,Siddaraju Angadi,Krishna Shetty,85737.34,2023-06-29,UPI,,,0
458,Siddaraju Rao,Manoj Bagewadi,30543.02,2024-12-14,UPI,9419,20527,0
459,Suresh Acharya,Girish Kumar,20896.36,2023-06-26,Cash,1478,3715,1
460,Shobha Murthy,Suresh Acharya,3820.61,2024-09-30,NEFT,2104,5286,1
461,Priya Swamy,Suma Meti,126767.54,2023-03-18,Cash,250,593,1
462,Pushpa Salian,Radha Patil,806.86,2024-02-17,NEFT,,,0
463,Sachin Bhat,Chetan Poojary,88982.98,2024-06-04,UPI,544,1354,1
464,Shobha Rao,Pooja Kambli,500,2024-11-23,IMPS,1637,4087,0
465,Arun Yadav,Suma Gowda,2363.96,2024-03-28,IMPS,965,2411,0
466,Suma Ganiger,Santosh Desai,500,2024-03-22,IMPS,455,1138,1
467,Basavaraj Patil,Bharathi Salian,500,2024-02-09,NEFT,,,0
468,Darshan Bhat,Naveen Raju,12259.31,2023-07-08,IMPS,1910,4806,0
469,Sagar Joshi,Rajesh Lamani,14468.11,2023-05-08,NEFT,1322,3302,1
470,Rashmi Desai,Girish Nayak,14597.75,2023-05-09,NEFT,,,0
471,Priya Hiremath,Girish Kumar,25556.68,2024-04-04,IMPS,2334,5852,0
472,Deepa Salian,Santosh Hiremath,1074.17,2024-09-19,IMPS,,,0
473,Shankar Hosamani,Ashok Hiremath,516.66,2023-01-21,Cash,2483,6239,0
474,Naveen Lamani,Kumaraswamy Hiremath,8092.75,2023-04-08,NEFT,,,0
475,Manjunath Rao,Krishna Kambli,24353.69,2023-09-10,NEFT,,,0
476,Rajesh Devi,Mahesh Bhat,250814.82,2023-09-02,UPI,2078,5222,0
477,Rajesh Lamani,Chetan Poojary,841.91,2024-08-29,UPI,2309,5789,1
478,Girish Shetty,Parvathi Hosamani,784.48,2023-05-01,NEFT,739,1857,0
479,Siddaraju Shankar,Arun Bai,206380.62,2023-01-29,UPI,,,0
480,Renuka Yadav,Shankar Swamy,4399.31,2024-07-28,NEFT,,,0
481,Bharathi Savanur,Jyothi Ganiger,7371.8,2023-01-24,Cash,,,1
482,Parvathi Kattimani,Girish Patil,6829.64,2023-02-12,Cash,,,0
483,Basavaraj Desai,Manjunath Bagewadi,45868.45,2024-06-10,Cash,357,866,0
484,Mahesh Bangera,Pavan Naik,574.9,2024-02-26,UPI,,,0
485,Mangala Raju,Mahesh Gowda,3698.62,2024-11-18,IMPS,1198,2994,0
486,Shivanand Angadi,Roopa Hegde,2022.19,2023-09-01,NEFT,1710,4272,0
487,Harish Yadav,Pooja Kattimani,5504.0,2023-10-30,IMPS,760,1907,1
488,Renuka Kumari,Pooja Shetty,8400.96,2023-08-13,UPI,255,608,1
489,Siddaraju Reddy,Pavan Kattimani,104707.51,2023-08-30,IMPS,,,1
490,Mohan Lamani,Srinivas Gowda,2642.62,2024-05-05,NEFT,,,0
491,Padma Nayak,Hanumanthappa Salian,2045.89,2024-02-09,UPI,8323,18304,1
492,Girish Bai,Prasad Kambli,1300192.09,2023-01-11,IMPS,1195,2987,1
493,Mohan Kumar,Kamala Kumar,8225.83,2024-09-27,Cash,2880,7239,1
494,Lakshman Kulkarni,Sachin Swamy,34604.36,2023-01-25,Cash,,,0
495,Arun Lamani,Prasad Bai,801.35,2023-02-09,UPI,,,0
496,Manoj Acharya,Yashodha Ganiger,500,2023-09-23,NEFT,1993,5014,1
497,Chetan Lamani,Indira Rao,36848.45,2024-07-03,NEFT,2484,6241,1
498,Sharada Bai,Basavaraj Bhat,500,2024-04-23,NEFT,9969,21653,1
499,Shobha Gupta,Madhu Hosamani,10410.59,2023-04-30,UPI,5197,12073,0
500,Indira Rao,Deepa Patil,19648.93,2023-06-22,Cash,2567,6456,1
501,Siddaraju Shetty,Mahesh Devi,82624.96,2023-02-17,Cash,,,0
502,Mahesh Bhat,Kiran Bai,44754.04,2024-10-12,Cash,,,1
503,Ambika Patil,Yogesh Bhat,5029.34,2024-03-28,IMPS,688,1734,0
504,Anand Nayak,Ganesh Kambli,500,2024-04-29,UPI,832,2083,0
505,Hanumanthappa Salian,Anitha Patil,1211.23,2024-07-22,IMPS,1036,2574,1
506,Kiran Bhat,Parvathi Bhat,59588.49,2024-01-13,Cash,6137,13971,1
507,Jagadish Meti,Kiran Rao,1469.96,2023-07-18,Cash,,,0
508,Ravi Raju,Kavitha Joshi,18194.32,2024-08-04,IMPS,753,1887,1
509,Ambika Kulkarni,Basavaraj Prasad,10246.97,2023-09-07,UPI,578,1444,0
510,Chandrashekar Kulkarni,Roopa Bagewadi,3225.64,2024-07-13,IMPS,,,0
511,Shivanand Kulkarni,Roopa Raju,511186.18,2024-09-16,IMPS,,,0
512,Sharada Swamy,Vidya Kulkarni,3653.89,2024-10-16,Cash,8395,18438,0
513,Vidya Joshi,Swathi Naikar,2444.59,2023-07-25,IMPS,,,0
514,Priya Swamy,Deepa Reddy,48394.66,2024-04-23,NEFT,174,397,1
515,Meena Bangera,Gopal Kulkarni,1104.91,2024-10-18,Cash,6412,14478,0
516,Lakshman Kulkarni,Yogesh Ganiger,40789.66,2024-06-12,Cash,,,0
517,Yashodha Naik,Deepa Reddy,273805.76,2024-08-27,NEFT,465,1160,0
518,Bharath Hegde,Srinivas Kulkarni,3652.97,2023-06-13,UPI,2687,6764,0
519,Indira Gupta,Kiran Hegde,43171.65,2024-03-27,IMPS,,,0
520,Jagadish Shetty,Priya Kulkarni,67768.6,2023-09-07,UPI,,,0
521,Hanumanthappa Kattimani,Venkatesh Savanur,55710.52,2024-03-02,IMPS,,,1
522,Nandini Meti,Shivakumar Kumari,203510.93,2024-01-28,NEFT,100,231,1
523,Ramesh Naik,Prakash Kulkarni,3510.96,2023-11-30,UPI,1732,4327,0
524,Deepa Salian,Harish Lamani,2033.84,2024-02-01,IMPS,,,0
525,Manjunath Yadav,Naveen Raju,20838.33,2023-02-14,UPI,1044,2596,0
526,Priya Shankar,Siddaraju Acharya,500,2023-01-17,UPI,,,0
527,Suma Ganiger,Girish Nayak,74762.49,2023-11-01,UPI,513,1274,0
528,Manjunath Ganiger,Roopa Hegde,3860.8,2023-11-14,Cash,507,1260,0
529,Sagar Shetty,Sachin Bai,2633.68,2023-04-27,NEFT,,,0
530,Krishna Meti,Jyothi Poojary,67748.3,2023-07-24,UPI,1617,4041,1
531,Jagadish Joshi,Krishna Yadav,500,2023-05-23,IMPS,31,74,0
532,Harish Poojary,Deepak Kumar,27154.09,2024-01-07,NEFT,,,0
533,Ravi Gowda,Ambika Hegde,148001.75,2023-12-10,Cash,7935,17518,0
534,Latha Kumari,Ganesh Kattimani,2381.44,2023-07-12,IMPS,2452,6165,1
535,Harish Naik,Girish Bagewadi,3183.68,2024-07-22,NEFT,,,0
536,Kumaraswamy Hosamani,Chetan Kumari,171212.23,2024-10-03,UPI,2136,5375,1
537,Rekha Hosamani,Yogesh Raju,20082.72,2024-04-25,IMPS,,,0
538,Nagaraj Lamani,Krishna Bagewadi,41637.37,2023-01-21,UPI,2256,5661,0
539,Srinivas Yadav,Suma Ganiger,567490.93,2024-05-05,UPI,2415,6065,0
540,Ambika Yadav,Nandini Bangera,34246.93,2023-12-08,Cash,,,0
541,Saraswathi Patil,Siddaraju Prasad,9637.39,2023-11-26,UPI,2870,7211,1
542,Lakshman Meti,Yashodha Ganiger,31257.06,2023-07-06,NEFT,1067,2661,1
543,Krishna Devi,Darshan Acharya,500,2023-07-06,IMPS,22,51,0
544,Deepa Kattimani,Ramesh Naik,34311.55,2024-01-19,UPI,1719,4296,1
545,Jyothi Shankar,Ashok Hiremath,6366.92,2024-04-03,NEFT,286,688,0
546,Prasad Salian,Vinay Swamy,1115.54,2023-01-24,Cash,2531,6364,1
547,Ganesh Kambli,Venkatesh Poojary,16474.11,2023-06-15,IMPS,977,2437,1
548,Pavan Shankar,Kumaraswamy Meti,9025.13,2024-03-04,IMPS,9882,21480,0
549,Ramesh Angadi,Ramesh Kumar,31534.55,2023-08-19,IMPS,1347,3375,1
550,Priya Kumari,Mahesh Ganiger,1600.68,2024-06-07,NEFT,2830,7121,0
551,Chetan Lamani,Yogesh Devi,2262.42,2023-12-19,Cash,2484,6241,1
552,Chandrika Shankar,Anil Rao,13288.32,2023-03-15,Cash,2938,7389,0
553,Nandini Naik,Asha Acharya,1835.72,2023-03-23,IMPS,,,0
554,Manjunath Bai,Vasantha Yadav,995.49,2023-05-24,NEFT,,,1
555,Prakash Bangera,Ramesh Kambli,18648.41,2024-05-12,UPI,6768,15187,0
556,Yogesh Raju,Naveen Meti,4035.64,2024-08-04,NEFT,779,1950,1
557,Madhu Naikar,Manoj Shankar,14076.91,2024-12-25,UPI,,,0
558,Pushpa Salian,Ganesh Ganiger,1725.57,2024-05-02,NEFT,1283,3218,0
559,Chetan Naikar,Shivanand Devi,2418.99,2023-01-19,IMPS,1165,2908,0
560,Krishna Gowda,Shilpa Kattimani,2648.17,2024-02-20,UPI,987,2461,1
561,Surya Salian,Shilpa Kattimani,7173.03,2023-11-15,NEFT,,,0
562,Mahesh Gowda,Mangala Raju,4770.33,2024-07-06,Cash,1412,3543,1
563,Suresh Acharya,Pushpa Gowda,2506.16,2023-12-04,UPI,,,0
564,Jyothi Desai,Renuka Swamy,1102.87,2024-06-14,UPI,2951,7425,0
565,Rajesh Swamy,Anand Murthy,3721.96,2024-08-03,NEFT,,,1
566,Nagesh Hegde,Vinay Patil,34361.16,2023-10-24,UPI,4170,9940,0
567,Srinivas Bhat,Venkatesh Hegde,2316.8,2023-09-17,Cash,,,0
568,Arun Shetty,Priya Swamy,4382.12,2023-01-16,NEFT,317,767,1
569,Naveen Raju,Siddaraju Bagewadi,1633.93,2024-08-11,Cash,,,0
570,Srinivas Siddi,Padma Bagewadi,696.61,2024-07-29,NEFT,2645,6665,1
571,Deepak Hegde,Mangala Swamy,22937.28,2024-03-24,UPI,,,0
572,Prasad Kumar,Naveen Raju,4652.23,2024-01-29,UPI,253,602,1
573,Shilpa Hiremath,Santosh Nayak,3937.36,2023-09-27,UPI,2782,6991,1
574,Chandrika Kambli,Gopal Poojary,19204.14,2024-03-28,Cash,,,0
575,Jagadish Hegde,Vishwanath Ganiger,34955.08,2024-10-12,Cash,,,0
576,Chandrika Bhat,Basavaraj Ganiger,40379.45,2024-06-12,NEFT,2691,6775,1
577,Swathi Desai,Anitha Shetty,45528.9,2023-10-01,NEFT,2012,5056,0
578,Prasad Salian,Shivanand Desai,88080.31,2024-11-20,UPI,2259,5668,1
579,Mahesh Angadi,Sagar Yadav,4780.44,2024-11-03,Cash,,,0
580,Gopal Naik,Bharath Kattimani,500,2024-09-18,UPI,1108,2761,1
581,Pavan Rao,Naveen Kulkarni,1503.57,2024-06-09,NEFT,2624,6612,0
582,Sneha Kumar,Deepak Bhat,3946.77,2023-04-10,IMPS,2242,5629,0
583,Vishwanath Acharya,Geetha Bai,3109.79,2024-08-16,IMPS,2755,6925,1
584,Manjunath Desai,Suma Hosamani,3669.83,2024-01-23,IMPS,,,0
585,Suresh Gowda,Savitha Shankar,8328.15,2023-09-12,IMPS,,,0
586,Mohan Lamani,Shivakumar Hegde,16500.57,2023-09-28,NEFT,2870,7212,0
587,Jyothi Murthy,Rashmi Shankar,5199.8,2024-10-09,Cash,,,0
588,Pavan Hegde,Basavaraj Desai,741.53,2024-06-28,IMPS,1590,3980,1
589,Bharath Yadav,Nagesh Siddi,21394.63,2023-08-08,Cash,,,0
590,Sagar Gowda,Mahesh Acharya,1396.92,2024-09-04,NEFT,6956,15591,0
591,Siddaraju Hiremath,Ganesh Hosamani,2546.04,2023-09-17,NEFT,,,1
592,Arun Rao,Mahesh Gupta,500,2023-04-18,Cash,,,0
593,Pushpa Angadi,Yogesh Bhat,4347.15,2024-08-08,NEFT,404,993,0
594,Srinivas Shetty,Girish Hosamani,1850.26,2024-03-25,NEFT,,,1
595,Sagar Hiremath,Swathi Ganiger,2181.73,2024-11-24,Cash,5592,12883,0
596,Shivakumar Poojary,Nandish Shankar,54207.58,2024-06-07,IMPS,,,0
597,Mahesh Shetty,Prasad Bai,500,2023-08-20,IMPS,,,0
598,Pooja Shetty,Manjunath Ganiger,18036.26,2023-05-03,Cash,371,897,1
599,Shivanand Gowda,Shobha Devi,9092.81,2023-01-14,UPI,,,0
600,Ravi Gowda,Ramesh Naik,17975.71,2023-09-30,IMPS,5934,13557,0
601,Mahesh Gupta,Divya Yadav,74004.92,2023-03-11,Cash,,,0
602,Vidya Bangera,Harish Lamani,28044.79,2023-10-12,UPI,,,0
603,Nagesh Kambli,Nandish Shetty,1239.89,2024-01-07,NEFT,1582,3966,0
604,Shivakumar Kumar,Mahesh Bhat,1548.29,2024-10-03,IMPS,873,2179,1
605,Madhu Kulkarni,Nandini Swamy,1909.34,2023-09-13,NEFT,1034,2570,0
606,Radha Kumar,Indira Rao,7354.38,2024-11-28,Cash,9504,20696,0
607,Gopal Gowda,Ambika Kattimani,17844.19,2023-03-17,UPI,2844,7152,0
608,Anil Salian,Parvathi Naikar,50261.28,2024-12-27,Cash,9914,21543,0
609,Shobha Murthy,Jyothi Desai,500,2023-04-26,UPI,2242,5630,0
610,Gopal Naik,Rajesh Devi,1749.13,2023-07-02,NEFT,1052,2622,1
611,Prasad Bai,Lakshmi Gupta,6491.06,2024-07-28,IMPS,,,1
612,Rajeshwari Swamy,Girish Ganiger,1471.0,2023-07-18,IMPS,,,0
613,Deepak Kulkarni,Ramesh Siddi,3585.52,2023-04-12,NEFT,,,0
614,Chandrashekar Bagewadi,Santosh Desai,1315.34,2023-03-03,NEFT,553,1374,1
615,Vishwanath Rao,Ashok Poojary,500,2023-05-31,Cash,3694,8967,0
616,Pooja Hosamani,Hanumanthappa Kumar,3105.45,2023-08-29,Cash,7187,16076,0
617,Yogesh Kambli,Bharathi Gupta,22662.04,2023-01-01,IMPS,2060,5178,0
618,Harish Swamy,Swathi Hegde,1556.56,2024-12-26,UPI,,,1
619,Madhu Prasad,Meena Gowda,42809.48,2024-12-13,Cash,,,0
620,Divya Kumari,Radha Bagewadi,20475.56,2024-08-19,IMPS,2930,7369,1
621,Divya Rao,Manjunath Prasad,4955.19,2024-09-22,NEFT,,,1
622,Girish Nayak,Geetha Hegde,31556.75,2024-02-29,Cash,4833,11344,1
623,Gopal Gowda,Prasad Salian,10301.59,2023-02-16,NEFT,2721,6844,0
624,Renuka Bagewadi,Anand Nayak,3708.31,2024-05-15,NEFT,2417,6071,1
625,Vinay Hegde,Nagesh Bai,11668.49,2024-05-05,UPI,,,1
626,Shivanand Bhat,Latha Kumari,500,2024-12-15,Cash,,,0
627,Rajesh Acharya,Shivakumar Yadav,500,2024-02-15,IMPS,,,1
628,Venkatesh Kumari,Manoj Bagewadi,72124.82,2024-08-02,IMPS,,,0
629,Jyothi Poojary,Ramesh Naik,20150.81,2023-03-19,IMPS,1878,4718,0
630,Padma Savanur,Bharath Kumar,3620.83,2024-11-12,IMPS,,,0
631,Chandrika Reddy,Jagadish Patil,320670.25,2023-11-23,NEFT,485,1205,0
632,Jagadish Shankar,Naveen Hosamani,500,2023-01-05,UPI,,,0
633,Arun Hegde,Prasad Naikar,126977.81,2023-05-30,IMPS,635,1595,1
634,Venkatesh Lamani,Girish Gowda,27032.05,2023-02-03,NEFT,496,1233,0
635,Pavan Naik,Priya Kulkarni,25115.38,2023-09-23,NEFT,,,0
636,Yogesh Bagewadi,Gopal Siddi,2104.16,2023-01-02,NEFT,,,0
637,Shivakumar Lamani,Manoj Devi,2703.22,2023-12-01,NEFT,,,0
638,Sagar Reddy,Indira Bagewadi,500,2024-07-05,IMPS,2209,5548,0
639,Jagadish Ganiger,Bharath Kumari,23116.52,2024-10-09,IMPS,,,0
640,Pooja Gupta,Madhu Kumar,500,2023-04-14,UPI,,,0
641,Shivakumar Prasad,Rajeshwari Shetty,1180.58,2024-12-07,Cash,,,0
642,Deepak Ganiger,Girish Shankar,18983.26,2023-04-10,UPI,2197,5520,1
643,Priya Devi,Pavan Hegde,44046.83,2023-04-11,NEFT,532,1323,0
644,Jagadish Yadav,Shivakumar Hegde,1085.02,2024-09-13,NEFT,1650,4123,1
